"Story","Title","Result","Date","Stability","Duration (s)"
"Category","POST - Create Category","SUCCESS","2022-12-23T17:35:17.9033045+07:00[Asia/Jakarta]","0.0","5.91"
"Category","GET - Get all Category","SUCCESS","2022-12-23T17:35:24.2923375+07:00[Asia/Jakarta]","0.0","0.28"
"Category","GET - Get Category Id","SUCCESS","2022-12-23T17:35:24.5811601+07:00[Asia/Jakarta]","0.0","0.25"
"Category","PUT - Update Category","SUCCESS","2022-12-23T17:35:24.8469931+07:00[Asia/Jakarta]","0.0","0.25"
